tokens;labels
['@dunker', '@WormHolePro', 'pero', 'quién', 'coño', 'los', 'elige', '@PSOE', '?', 'ojalá', 'fuera', 'un', 'montaje', ',', 'pero', 'vivimos', 'donde', 'se', 'cree', 'q', 'el', 'sol', 'gira', 'a', 'nuestro', 'alrededor'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@MiguelSicilia2', '@PSOE', '@martasaavedraD', 'Porque', 'según', 'la', 'lógica', 'retorcida', 'de', 'esta', 'srita', 'entonces', 'todos', 'los', 'vascos', 'son', 'presuntos', 'eterras', '.'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['#Bierzo', 'Pedro', 'Sánchez', ':', '""', 'Vamos', 'a', 'hacer', 'posible', 'la', 'España', 'de', 'las', 'oportunidades', '""', '@PSOE', '@SanchezCastejon', 'http', ':', '/', '/', 't', '.', 'co', '/', '2ou36BCTrl']";['O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PPopular', '@marianorajoy', 'pido', '/', 'exijo', '/', 'ruego', 'el', 'cese', 'inmediato', 'de', '@anapastorjulian', 'su', 'incompetencia', 'es', 'un', 'peligro', 'para', 'el', 'interés', 'general', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sanchezcastejon', 'que', 'gracioso', 'tu', 'Community', 'Manager', '.', 'Estaria', 'bien', 'ver', 'las', 'cuentas', 'del', 'antiguo', 'equipo', 'del', 'psoe', ',', 'Zapa', ',', 'Blanco', ',', 'Bono', '.', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hombre', ',', 'con', 'tanto', 'católico', 'RT', '@agarzon', 'Agárrense', '.', 'Un', '25', '%', 'de', 'los', 'españoles', 'cree', 'que', 'el', 'sol', 'gira', 'alrededor', 'de', 'la', 'tierra', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'kV3arytJZ1'];['O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@CiudadanosCs', '@monica_cobo', '¿', 'Ha', 'puesto', 'CŽs', 'al', 'frente', 'de', 'la', 'lista', 'de', 'Getafe', 'a', 'una', 'persona', 'en', 'baja', 'laboral', '?', '¿', 'Eso', 'no', 'es', 'fraude', 'a', 'España', '?'];['O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Me', 'parece', 'mal', 'que', 'hoy', 'en', 'Zaragoza', 'me', 'haya', 'recorrido', 'la', 'calle', 'Independencia', 'entera', 'y', 'no', 'haya', 'podido', 'comprar', 'un', 'libro', 'de', '@Pablo_Iglesias_'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido']
['Pero', 'gira', 'o', 'no', 'gira', 'alrededor', 'del', 'sol', '?', 'aclararalo', 'porfa', '!', '@agarzon'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido']
['@ahorapodemos', 'de', 'verdad', ',', 'errejoncillo', ',', 'duermes', 'por', 'la', 'noche', 'con', 'tanta', 'hipocresía', '?', 'Qué', 'tío', '.'];['B-Propio_partido', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@MiguelSicilia2', '@PSOE', '@martasaavedraD', 'Exacto', '.', 'Odiemos', 'a', 'todos', 'los', 'alemanes', 'por', 'las', 'calamidades', 'de', 'los', 'nazis', '.'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@HoyPorHoy', '@CiudadanosCs', '@Albert_Rivera', 'Sin', 'duda', 'Sr', '.', 'Rivera', ',', 'como', 'todos', ',', 'merece', 'un', 'voto', 'de', 'confianza', '.', '¿', 'pero', 'viniendo', 'de', 'nuevas', 'generaciones'];['O', 'B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', 'ah', 'Y', 'me', 'descuidaba', 'RATO', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O']
['@agarzon', 'espero', 'que', 'uno', 'no', 'Sea', 'jaja', 'pedro', 'sanchez', 'que', 'esta', 'en', 'Soria', 'viendo', 'a', 'machado'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#PPcajaB', 'te', 'roba', ',', '#PsoeReyDeEres', 'te', 'roba', ',', '#PodemosFugaDeCapital', 'no', 'habrá', 'que', 'robar', ',', 'Para', 'todo', 'lo', 'demas', '@CiudadanosCs'];['B-Propio_partido', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido']
['\x93', 'Varapalo', 'al', '@PSOE', 'de', 'la', 'Junta', 'Electoral', 'Central', 'en', 'relación', 'con', 'este', 'vídeo', '|', 'Noticias', 'y', 'Deportes', 'Guadalajara', 'http', ':', '/', '/', 't', '.', 'co', '/', 'QqaDhJADng', '\x94'];['O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@crisloble', '@pedroacedo', '@fmolinaalen', '@jcperdi', '@Nngg_Merida', '@PPopular', 'art', '.', '50', '.', '2', 'de', 'la', 'Ley', 'Electoral', '""', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'QRMXFL7fif', 'Cumplimos', 'la', 'ley', '?']";['O', 'O', 'O', 'O', 'B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sanchezcastejon', '@PSOE', 'transparencia', 'y', 'aire', 'fresco', 'tenemos', 'que', 'ser', 'limpios', 'y', 'trasparente', 'y', 'que', 'los', 'votantes', 'vuelvan', 'a', 'confiar', 'en', 'nuestro', 'prt'];['B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['A', 'garzon', 'deberían', 'darle', 'una', 'lección', '!', 'Puede', 'decir', 'cualquier', 'descerebrado', 'político', 'tonterías', '?', 'Parece', 'que', 'si', '!', 'Pues', 'no', 'https', ':', '/', '/', 't', '.', 'co', '/', '4beJa1Z1jd'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', '@agarzon', ':', 'Agárrense', '.', 'Un', '25', '%', 'de', 'los', 'españoles', 'cree', 'que', 'el', 'sol', 'gira', 'alrededor', 'de', 'la', 'tierra', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', '0xIGmhz1eU', '""', 'Qué', 'país', ',', 'señor', '.', '#Mátome']";['O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Moción', 'de', 'censura', 'al', 'gobierno', 'del', 'PP', '.', '.', '.', 'YA', '@PSOE', '@sanchezcastejon', 'no', 'se', 'aguanta', 'ya', 'tanta', 'corrupción'];['O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido']
['@CiudadanosCs', '@jafspar', '@Albert_Rivera', 'que', 'chisposo'];['B-Propio_partido', 'O', 'B-Propio_partido', 'O', 'O']
['@MEspinosa_', '@Pablo_Iglesias_', '@PodemosCMadrid', 'qe', 'buenas', 'que', 'estas'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O']
"['RT', '@PSOE', 'Cuentas', ':', 'http', ':', '/', '/', 't', '.', 'co', '/', 'pKPPW5npCs', ';', 'Declaración', 'de', 'bienes', 'de', 'Wenceslao', 'López', ':', 'http', ':', '/', '/', 't', '.', 'co', '/', 'CdaCjQwoNM', '#OviedoConWences', '#Transparentes']";['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sanchezcastejon', '@justinaviajera', 'No', 'ese', 'el', 'nivel', 'que', 'esperamos', 'de', 'quien', 'quiere', 'gobernar', '.', 'Lo', 'siento', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@agarzon', 'hay', 'paranoicos', 'que', 'usan', 'la', 'física', 'para', '""', 'demostrar', '""', 'eso', 'y', 'que', 'la', 'tierra', 'es', 'plana', '.', 'Además', ',', 'no', 'me', 'sorprende', 'siendo', 'España', '.']";['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['.', '@CarolinaPunset', 'candidata', 'de', '@CiudadanosCs', 'a', 'la', 'Generalitat', 'V', '.', ',', 'es', 'una', 'persona', 'normal', 'haciendo', 'cosas', 'extraordinarias', 'http', ':', '/', '/', 't', '.', 'co', '/', 'edAWXvvOr9'];['O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', 'vamos', 'la', 'biblia', 'no', 'la', 'lee', ',', 'porque', 'como', 'regala', 'dinero', 'a', 'la', 'iglesia', 'en', 'nombre', 'de', 'todos', 'los', 'españoles', 'entiende', 'q', 'esta', 'perdonado'];['B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@RafaelB81784034', '@everian777', '@Pablo_Iglesias_', 'Señores', ',', 'como', 'la', 'economía', 'son', 'matemáticas', 'puras', 'y', 'duras', 'si', 'van', 'por', 'humanidades', '?'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Llevar', 'canals', 'de', 'parla', 'catalana', 'pot', 'dur', 'a', 'veure', 'el', '#NODO', 'de', '@tve1', 'a', 'la', 'força', '.', 'Això', 'pensau', 'espanyolets', 'del', '@PPopular', '?', '#estimlamevallengua'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'O', 'O']
['@PSOE', '@mariagv', 'Y', '135', ',', 'recortes', 'a', 'la', 'dependencia', 'y', 'no', 'frenar', 'los', 'desahucios', '#imperdonable'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'O']
['Los', 'socialistas', 'solo', 'entendemos', 'una', 'manera', 'de', 'hacer', 'política', ',', 'aquella', 'que', 'pone', 'a', 'las', 'personas', 'en', 'el', 'centro', 'de', 'la', 'vida', 'pública', '.', '@PSOE'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@AlejandroRep18', '@ClaramunJavier', '@PPopular', '@Razvieu', 'Muy', 'bueno', '!', 'Y', 'se', 've', 'que', 'Rajoy', 'cuando', 'no', 'lee', ',', 'se', 'puerde', '!', 'Muy', 'fuerte', '!'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@j02uanca', '@voz_populi', 'En', 'algunos', 'sitios', 'ya', 'han', 'pactado', 'sillón', 'algún', 'Tte', 'Alcalde', 'independiente', 'qe', 'gobierna', 'con', 'PP', 'y', 'ahora', 'va', 'x', '@CiudadanosCs'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'B-Propio_partido']
['@sanchezcastejon', '@PSOE', 'Tu', ',', 'en', 'la', 'web', 'del', 'psoe', 'pondrás', 'lo', 'que', 'a', 'ti', 'te', 'interesa', '.', '¿', 'Te', 'tengo', 'que', 'recordar', 'que', 'estuviste', 'en', 'Bankia', ',', 'corrupto', '?'];['B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O']
['Hola', '@marianorajoy', 'Que', '@NicolasMaduro', 'tiene', 'más', 'seguidores', 'que', 'tu', ',', 'que', 'lo', 'sepas', '!'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PepitoGrillo_cs', '@CiudadanosCs', '@Albert_Rivera', 'Eso', 'en', 'teoría', 'lo', 'hace', 'Podemos', '.', 'Pero', 'creo', 'que', 'a', 'las', 'bases', 'ya', 'no', 'les', 'hacen', 'ni', 'p', 'caso'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@BluRadioCo', '@marianorajoy', 'Muertes', 'de', 'inmigrantes', 'refugiados', 'en', 'el', 'Mediterráneo', 'ocurre', 'con', 'la', 'soterrada', 'complicidad', 'del', 'mundo', 'entero', '.', 'Triste', '!'];['O', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PPopular', '.', 'Protestar', 'no', 'es', 'ilegal', '!', 'Democracia', 'sin', 'mordaza', '!'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@logela', '@kolontai1959', '@iunida', 'Hay', 'mucha', 'diferencia', 'lo', 'que', 'han', 'echo', 'algunos', 'ayuntas', 'y', 'otros', 'con', 'las', 'mismas', 'leyes', 'en', 'la', 'mano', '.'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@urbeltzen', '@kolontai1959', 'en', 'el', 'asunto', 'del', 'suelo', ',', 'ha', 'habido', 'un', 'gran', 'burdel', 'nacional', 'con', 'barra', 'libre', 'y', 'mucho', ',', 'mucho', 'dinero', 'fácil', '.', '@iunida'];['O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['http', ':', '/', '/', 't', '.', 'co', '/', 'IoHcDMgCme', '.', 'Pactar', 'algo', 'con', 'Bildu', 'es', 'asqueroso', 'y', 'bochornoso', '.', '@PSOE', '.', 'El', 'pse', '-', 'ee', 'es', 'deleznable', 'y', 'oportunista', '.', '#asco'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O']
['¿', 'Soportaría', '@CiudadanosCs', 'una', 'campaña', 'de', 'acoso', 'y', 'derribo', 'como', 'la', 'que', 'sufrió', '@ahorapodemos', '?', 'Una', 'pista', ':', 'https', ':', '/', '/', 't', '.', 'co', '/', 'Ug4TI1mnii'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Arcadi', ',', 'Isabel', 'San', 'Sebastián', 'y', 'demás', 'desechos', 'de', 'la', 'derecha', 'casposa', 'que', 'terminaran', 'por', 'joder', 'un', 'partido', 'que', 'prometía', 'mucho', '@CiudadanosCs'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'B-Propio_partido']
['VERGÜENZA', 'de', '@PPopular', '@PPCatalunya', '¡', '¡', '¡', 'NI', 'UN', 'VOTO', 'MÁS', ',', 'NI', 'UNO', 'MÁS', '!', '!', '!', 'https', ':', '/', '/', 't', '.', 'co', '/', 'o9XpaE8PkH'];['O', 'O', 'B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@isaranjuez', '@Jordivll', '@PPopular', 'Hay', 'que', 'hacer', 'test', 'de', 'intelig', '.', 'al', 'votante', 'del', 'PP', ',', 'o', 'no', 'entiende', 'que', 'la', 'corrupcion', 'es', 'general', 'o', 'le', 'esta', 'bien'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Mariajesusdm93', 'q', 'mejores', '?', 'Si', 'ninguno', 'es', 'capaz', 'de', 'hablar', 'ingles', ',', 'tienen', 'problemas', 'de', 'dicción', 'como', '@marianorajoy', 'etc'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O']
['@sanchezcastejon', 'un', 'acosador', 'de', 'homosexuales', '.', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'pG2irBLFWX'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido']
['@IsaIsabel_9', '@ridermarina', '@sanchezcastejon', 'otro', 'ejemplo', 'más', 'del', 'PPSOE', 'que', 'se', 'aproxima'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@agarzon', 'justo', 'el', 'porcentaje', 'que', 'votará', 'al', 'PP', 'en', 'las', 'próximas', ',', 'no', 'digo', 'más'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Mhemeroteca', '@iunida', '@jorgewololo', 'esa', 'fecha', 'cuando', 'IU', 'pidió', 'la', 'regularización', 'de', 'la', 'prostitución', 'voluntaria', 'en', 'España'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['.', '@Juancassa', '""', 'Vamos', 'a', 'ser', 'responsables', 'para', 'con', '.', '@CiudadanosCs', 'y', 'para', 'los', 'malagueños', '/', 'as', '""', '#SucedióEnMálaga', '-', 'On', 'Live', '@101tvMalaga']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@andresysara10', '@PSOE', 'igual', 'que', 'yo', 'lo', 'tengo', 'clarisimo', 'y', 'cada', 'día', 'más', 'viendo', 'todo', 'el', 'mamoneo', 'que', 'hay'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Aquiles_AE', '@MVTARDE', '@ahorapodemos', 'nooo', ',', 'son', 'los', 'corruptos', 'de', 'PPSOE'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido']
['@agarzon', '@Dv9700', 'muy', 'bien', ',', 'el', 'PP', 'puede', 'hacer', 'cosas', 'en', 'las', 'que', 'no', 'importe', 'la', 'ética', ',', 'a', 'los', 'demás', 'si', 'hay', 'que', 'exigirles', 'ética', 'y', 'legalidad', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@ecd_', '@EduMadina', '@PSOE', '.', 'Se', 'presentará', 'por', '""', 'podemos', '""', ',', 'ya', 'que', 'es', 'un', 'pro', '-', 'etarra', 'más', '.']";['O', 'B-Propio_partido', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@andresysara10', '@PSOE', 'ojalá', 'yo', 'creo', 'que', 'si', 'saludos', ':', ')', ')', ')', ')'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sportbloke', '@agarzon', 'Jose', ',', 'en', 'España', 'abunda', 'esta', 'fauna', ',', 'mucho', 'más', 'que', 'en', 'otro', 'países', 'según', 'parece', 'https', ':', '/', '/', 't', '.', 'co', '/', 'SyCCaz8II7'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sanchezcastejon', '.', '.', '.', '.', 'acosador', 'http', ':', '/', '/', 't', '.', 'co', '/', 'Hvau62MuM6'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Albert_Rivera', 'no', 'defraudeis', 'y', 'no', 'pacteis', 'con', 'susana', 'solo', 'a', 'cambio', 'de', 'griñan', 'PSOE', 'FUERA', 'de', 'Andalucia', 'ya', 'por', 'favor', 'Son', 'LADRONES', 'TODOS30añosya'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@mromanza', '@AhoraMadrid', '@manuelacarmena', '@iunida', 'El', 'juego', 'sucio', 'contra', 'IU', 'no', 'cesa', '.', 'A', 'qué', 'temen', '?'];['O', 'B-Propio_partido', 'B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@mjestevez', '@verdadesofenden', '@sanchezcastejon', '@La_SER', 'aggggg', 'son', 'degenerados', 'hasta', 'para', 'hacer', 'los', 'carteles', 'electorales', 'que', 'vergüenza', 'y', 'asco'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Luismita', '@PSOE', 'con', 'leer', 'la', 'bio', 'de', 'mi', 'perfil', 'basta', '.'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@agarzon', 'empeñado', 'en', 'perder', 'votantes', '.', 'Su', 'última', 'cagada', 'mencionar', 'a', 'Messi', 'entre', 'los', 'defraudadores', 'con', 'lo', 'que', 'tenemos', 'en', 'este', 'país', '.', '.', '.'];['B-Propio_partido', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@caguirre2000', '@verdadesofenden', 'a', 'La', 'Tuerka', 'de', '@Pablo_Iglesias_', 'lo', 'van', 'a', 'poner', 'de', 'trofeo', 'en', 'la', 'sede', 'de', '@ahorapodemos'];['O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido']
['Muy', 'bueno', '@marianorajoy', 'difundiendo', 'noticias', 'en', 'un', 'idioma', 'que', 'no', 'conoce', 'https', ':', '/', '/', 't', '.', 'co', '/', 'b71NoUwqcK'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@mjestevez', '@verdadesofenden', '@sanchezcastejon', 'hombre', 'aunque', 'sean', 'del', 'psoe', 'no', 'se', 'puede', 'ser', 'tan', 'gilis'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O']
