text_tokens;tags;polarities
['Realmente', 'la', 'comida', 'exquisita', 'y', 'todo', 'muy', 'bien', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0];[-1, -1, 1, -1, -1, -1, -1, -1, -1]
['Fuimos', 'a', 'comer', 'una', 'calçotada', 'y', 'no', 'hubo', 'queja', '.'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1]
['Muy', 'buena', 'la', 'comida', ',', 'un', 'local', 'muy', 'bien', 'decorado', 'y', 'un', 'excelente', 'servicio', '.'];[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'trato', 'fue', 'genial', 'por', 'parte', 'de', 'todo', 'el', 'equipo', 'pero', 'en', 'general', 'tuvimos', 'la', 'suerte', 'de', 'que', 'el', 'Sr', '.', 'Jose', 'pusiera', 'parte', 'de', 'su', 'colaboracion', 'en', 'el', 'menu', 'eligido', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Muy', 'buena', 'comida', 'y', 'servicio', 'rapido'];[0, 0, 1, 0, 1, 0];[-1, -1, 1, -1, -1, -1]
['Comimos', 'dos', 'menus', 'calçotades', 'muy', 'buenos', '!'];[0, 0, 0, 1, 0, 0, 0];[-1, -1, -1, 1, -1, -1, -1]
['Los', 'camareros', 'muy', 'majos', 'y', 'constantemente', 'pendientes', 'que', 'no', 'nos', 'faltara', 'de', 'nada', '!'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Lo', 'unico', 'que', 'me', 'parecio', 'raro', 'es', 'que', 'de', 'postre', 'no', 'tenian', 'la', 'crema', 'catalana', '!'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]
['Fui', 'con', 'mi', 'mujer', 'y', 'mis', 'suegros', 'y', 'todos', 'quedaron', 'encantados', ':', 'servicio', ',', 'velocidad', ',', 'puntos', 'de', 'cocción', ',', 'raciones', ',', 'calidad', '/', 'precio', ',', 'Solo', 'dos', 'peros', ':', 'el', 'vino', 'de', 'la', 'casa', 'tenía', 'un', 'punto', 'de', 'rancidumbre', 'y', 'que', 'nos', 'podrían', 'haber', 'puesto', 'en', 'un', 'punto', 'más', 'céntrico', 'del', 'salón', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Una', 'amplia', 'carta', ',', 'comida', 'rica', 'y', 'con', 'buena', 'calidad', 'precio', ',', 'servicio', 'correcto', 'y', 'atento', 'y', 'ambiente', 'muy', 'animado', ',', 'lo', 'recomiendo', 'para', 'culquier', 'ocasión', '...'];[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Realmente', 'me', 'sorprendio', 'porque', 'no', 'habia', 'ido', 'nunca', ',', 'eramos', 'un', 'grupo', 'de', '20', 'personas', 'y', 'fue', 'genial', ',', 'sitio', 'muy', 'acogedor', ',', 'decoracion', 'moderna', ',', 'comida', 'de', 'calidad', 'buena', '...', 'Y', 'un', 'precio', 'economico', 'para', 'ser', 'Barcelona', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'servicio', 'muy', 'bueno', 'tambien', '!'];[0, 1, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1]
['Buen', 'servicio'];[0, 1];[-1, 1]
['Camareros', 'atentos', ',', 'comida', 'abundante', 'y', 'buenisima', '.'];[1, 0, 0, 1, 0, 0, 0, 0];[1, -1, -1, -1, -1, -1, -1, -1]
['Ambiente', 'genial', '!'];[1, 0, 0];[1, -1, -1]
['Mucha', 'comida', '!'];[0, 1, 0];[-1, 1, -1]
['Excelente', 'relacion', 'calidad', '/', 'precio', ',', 'raciones', 'muy', 'completas', 'y', 'ambiente', 'muy', 'agradable', '.'];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0];[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]
['El', 'servicio', 'perfecto', '.'];[0, 1, 0, 0];[-1, 1, -1, -1]
['Pedimos', 'el', 'menú', 'calçotada', ',', 'y', 'los', 'calçots', 'dejaron', 'muchísimo', 'que', 'desear', '.'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]
['La', 'parrillada', 'algo', 'escasa', '...'];[0, 1, 0, 0, 0];[-1, 0, -1, -1, -1]
['Fuimos', '2', 'personas', 'a', 'tomar', 'el', 'menú', 'de', 'calçotada', 'y', 'la', 'verdad', 'es', 'que', 'el', 'servicio', 'fue', 'bueno', 'y', 'la', 'comida', 'también', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]
['Muy', 'buen', 'trato', 'y', 'nos', 'pusieron', 'extra', 'de', 'calçots', 'sin', 'cobrarlo', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Nos', 'gustó', 'mucho', 'el', 'lugar', ',', 'muy', 'biuen', 'ambiente', ',', 'tranquilo', ',', 'muy', 'buen', 'servicio', '.'];[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Muy', 'agradable', ',', 'buena', 'relación', 'calidad', 'precio', 'y', 'buena', 'cocina', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]
['Buen', 'ambiente', ',', 'buena', 'comida', ',', 'un', 'sitio', 'recomendable', '.'];[0, 1, 0, 0, 1, 0, 0, 1, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1]
['La', 'verdad', 'es', 'que', 'todo', 'estuvo', 'muy', 'bien', ',', 'servicio', 'atento', 'y', 'todo', 'según', 'lo', 'esperado', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]
['Por', 'poner', 'alguna', 'pega', ',', 'la', 'salsa', 'de', 'los', 'calçots', 'no', 'era', 'puramente', 'romesco', ',', 'pero', 'estaba', 'bien', '.'];[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, 2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Comida', 'buena', ',', 'servicio', 'muy', 'bueno', ',', 'atención', 'al', 'cliente', 'excelente', '.'];[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0];[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Fuimos', 'por', 'la', 'calçota', 'y', 'todo', 'genial', 'pero', 'la', 'salsa', 'nos', 'defraudó', 'bastante', 'sabia', 'mucho', 'a', 'tomate', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'Pan', 'con', 'tomate', 'te', 'lo', 'sirven', 'ya', 'untado', 'y', 'tampoco', 'nos', 'convencio', ',', 'algunos', 'tenían', 'demasiado', 'tomate', 'y', 'personalmente', 'me', 'gusta', 'hacermelo', 'con', 'un', 'poco', 'de', 'ajo', 'untado', '.'];[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[-1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]
['Servicio', 'muy', 'bueno', ',', 'quedamos', 'contentos', 'de', 'la', 'calçotada', '.'];[1, 0, 0, 0, 0, 0, 0, 0, 1, 0];[1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Personal', 'de', 'sala', 'muy', 'atento', 'y', 'alimentos', 'de', 'calidad', 'y', 'bien', 'cocinados', '.'];[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
"['Sitio', 'agradable', 'aunque', 'le', 'falta', 'un', '""""', 'algo', '""""']";[1, 0, 0, 0, 0, 0, 0, 0, 0];[2, -1, -1, -1, -1, -1, -1, -1, -1]
['Al', 'servicio', 'le', 'falta', 'bastante', 'educacion', '.'];[0, 1, 0, 0, 0, 0, 0];[-1, 0, -1, -1, -1, -1, -1]
['Hemos', 'pedido', 'una', 'ración', 'de', 'mejillones', 'al', 'vapor', 'que', 'estaban', 'sin', 'limpiar', 'y', 'una', 'ración', 'de', 'gambas', 'en', 'la', 'que', 'ni', 'siquiera', 'nos', 'han', 'puesto', 'cubiertos', '.'];[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Las', 'gambas', 'estaban', 'buenas', 'pero', 'caras', '.'];[0, 1, 0, 0, 0, 0, 0];[-1, 0, -1, -1, -1, -1, -1]
['No', 'volveremos', ',', 'nos', 'quedamos', 'con', '“', 'La', 'Casa', 'de', 'Mar', '”.'];[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['He', 'estado', 'varias', 'veces', ',', 'el', 'trato', 'profesional', 'y', 'muy', 'amable', ',', 'en', 'cuanto', 'al', 'producto', ',', 'muy', 'bien', 'en', 'calidad', 'y', 'cantidad', ',', 'sin', 'sorpresas'];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Es', 'un', 'sitio', 'correcto', ',', 'sin', 'mas', '.'];[0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, 2, -1, -1, -1, -1, -1]
['para', 'donde', 'esta', 'el', 'precio', 'es', 'estable', 'y', 'no', 'te', 'das', 'un', 'susto', '..'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Trato', 'correcto', ',', 'la', 'comida', 'lamentablemente', 'mal', 'desde', 'un', 'balalao', 'gratinado', 'crudo', 'hasta', 'una', 'carrillera', 'de', 'vacuno', 'recalentada', 'en', 'microondas', 'y', 'que', 'se', 'paso', 'de', 'calentamiento', 'hasta', 'quedar', 'seca', 'en', 'las', 'partes', 'mas', 'delgadas', '.'];[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Primer', 'plato', 'simplon', 'estilo', 'cuartelero', '.'];[1, 1, 0, 0, 0, 0];[0, 0, -1, -1, -1, -1]
['El', 'segundo', 'besugo', 'salsa', 'que', 'solo', 'contenia', 'la', 'cabeza', '.'];[0, 0, 1, 1, 0, 0, 0, 0, 0, 0];[-1, -1, 0, 0, -1, -1, -1, -1, -1, -1]
['Devolucion', 'a', 'cocina', ',', 'amabilidad', 'de', 'camarera', ',', 'requerimiento', 'de', 'cuenta', 'y', 'adios', '.'];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]
['No', 'pude', 'comentar', ',', 'pero', 'la', 'verdad', 'muy', 'buen', 'sitio', ',', 'con', 'platos', 'contundentes', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]
['De', 'primero', 'teníamos', 'una', 'ensalada', 'rosa', ',', 'que', 'estaba', 'muy', 'bien', 'para', 'compartir', ',', 'para', 'comer', 'luego', 'una', 'guindillas', '(', 'algunas', 'picaban', ')', 'y', 'posteriormente', 'huevos', 'con', 'foie', '.'];[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'sitio', 'no', 'es', 'de', 'los', 'que', 'deslumbra', 'con', 'su', 'decoración', 'de', 'lujo', 'pero', 'tiene', 'esa', 'sobriedad', 'de', 'los', 'sitios', 'que', 'saben', 'que', 'no', 'les', 'hace', 'falta', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Esta', 'fue', 'nuestra', 'opción', '.', 'Aparte', 'de', 'la', 'comida', 'pedida', 'la', 'casa', 'invita', 'a', 'tres', 'pequeños', 'aperitivos', 'en', 'los', 'cuales', 'me', 'gusto', 'sobre', 'manera', 'el', 'paté', 'de', 'anchoas', '.', 'Los', 'primeros', 'elección', 'del', 'chef', 'fueron', 'un', 'carpa', '-', 'chio', 'de', 'pulpo', ',', 'un', 'bizcocho', 'de', 'setas', 'pecs', ',', 'unos', 'langostinos', 'y', 'un', 'canelos', 'de', 'perdiz', 'escabechada', '.'];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1]
['En', 'general', 'a', 'un', 'gran', 'nivel', 'todos', 'los', 'platos', 'que', 'fueron', 'individuales', 'así', 'que', 'da', 'igual', 'el', 'numero', 'de', 'personas', 'de', 'la', 'mesa', 'los', 'entrantes', 'serán', 'los', 'mismos', '.'];[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Tanto', 'el', 'solomillos', '(', 'mas', 'que', 'generoso', 'el', 'trozo', ')', 'como', 'la', 'presa', ',', 'que', 'son', 'los', 'dos', 'únicos', 'que', 'probé', 'tenían', 'un', 'toque', 'perfecto', 'de', 'cocina', '(', 'según', 'se', 'pidió', ')', 'y', 'por', 'el', 'resto', 'de', 'los', 'comensales', 'los', 'demás', 'platos', 'tenían', 'un', 'gran', 'nivel', ',', 'siendo', 'posible', 'que', 'el', 'canelon', 'de', 'ternasco', 'no', 'fuera', 'tan', 'generosa', 'la', 'ración', 'como', 'en', 'el', 'resto', 'de', 'platos', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Los', 'postres', 'volvieron', 'a', 'ser', 'una', 'degustacion', 'de', 'diferentes', 'tipos', 'de', 'postres', 'que', 'también', 'tenían', 'el', 'nivel', 'muy', 'alto', ',', 'acorde', 'con', 'el', 'resto', 'de', 'la', 'cena', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Pero', 'donde', 'si', 'que', 'destaca', 'este', 'restaurante', 'es', 'sin', 'duda', 'en', 'su', 'EXTENSISIMA', 'bodega', 'con', 'unos', 'abanicos', 'de', 'precios', 'mas', 'que', 'accesible', 'para', 'cualquier', 'bolsillo', 'ya', 'que', 'hay', 'innumerables', 'vinos', 'que', 'no', 'pasan', 'de', 'los', '20', 'euros', 'aunque', 'desde', 'luego', 'si', 'buscamos', 'algo', 'mas', 'de', 'nivel', 'desde', 'luego', 'el', 'sitio', 'y', 'sobre', 'todo', 'su', 'sumiller', 'responden', 'con', 'gran', 'eficacia', 'y', 'nivel', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Y', 'no', 'solo', 'es', 'la', 'gran', 'variedad', 'de', 'vinos', 'de', 'mesa', '(', 'tinto', ',', 'blanco', 'o', 'cava', ')', 'si', 'no', 'que', 'tiene', 'una', 'aun', 'mas', 'amplia', 'variedad', 'de', 'vinos', 'de', 'otros', 'tipos', '(', 'olorosos', ',', 'amontillados', ',', 'PX', ',', 'oportos', ',', '…)', 'sin', 'olvidar', 'los', 'coñac', 'y', 'otros', 'licores', 'incluyendo', 'su', 'carta', 'de', 'puros', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['La', 'cena', 'estaba', 'buenisima', ',', 'es', 'un', 'menú', 'muy', ',', 'muy', 'recomendable', ',', 'en', 'el', 'que', 'destacaria', 'el', 'bacalao', 'realmente', 'gustoso', 'y', 'en', 'su', 'punto', ',', 'y', 'el', 'postre', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'resto', 'de', 'platos', 'no', 'nos', 'parecieron', 'dignos', 'de', 'un', 'restaurante', 'de', 'nivel', '.'];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Me', 'refiero', 'a', 'la', 'pincelada', 'de', 'mostaza', 'q', 'acompañaba', 'a', 'la', 'carrillera', ',', 'que', 'lejos', 'de', 'ser', 'una', 'pincelada', ',', 'era', 'mucha', 'cantidad', 'y', 'cuando', 'se', 'juntaba', 'con', 'la', 'carrillera', 'y', 'la', 'patata', 'mataba', 'el', 'sabor', 'de', 'estos', 'ingredientes', ',', 'q', 'eran', 'los', 'protagonistas', 'del', 'plato', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Y', 'poner', '“', 'piedras', '”', 'de', 'esas', 'q', 'venden', 'en', 'tiendas', 'turísticas', 'como', 'acompañamiento', 'al', 'café', '…', '¡¡', 'no', 'tiene', 'nombre', '!!'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]
['Ambiente', 'agradable', ',', 'servicio', 'bueno', 'y', 'la', 'relacion', 'calidad', 'precio', 'buena', '.', 'Buena', 'elwccion', '.'];[1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Una', 'muy', 'buena', 'atención', 'y', 'una', 'estupenda', 'selección', 'y', 'preparación', 'en', 'los', 'platos', '.'];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Elegimos', 'la', 'opcion', 'del', 'menu', 'cerrado', 'más', 'economico', 'para', '4', 'personas', 'y', 'decir', 'que', 'la', 'calidad', '-', 'precio', 'de', 'lo', 'que', 'obtuvimos', 'fue', 'deficiente', '.', 'El', 'menu', 'consistió', 'en', 'un', 'aperitivo', 'de', 'crema', 'de', 'anochas', 'que', 'estaba', 'realmente', 'conseguido', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Seguimos', 'con', 'un', 'entrante', 'de', 'melon', 'con', 'jamon', 'realmente', 'diferente', 'con', 'helado', 'que', 'fue', 'el', 'mejor', 'plato', 'de', 'la', 'cena', '.'];[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, 1, 1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['A', 'continuación', 'pasamos', 'a', 'una', 'dorada', 'que', 'estaba', 'buena', 'pero', 'que', 'era', 'realmente', 'escasa', 'en', 'cantidades', '.'];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Despues', 'nos', 'pusieron', '3', 'albondigas', 'de', 'pollo', 'de', 'corral', 'que', 'fue', 'sin', 'duda', 'el', 'peor', 'plato', '.'];[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
