texto;aspecto;sentiment;review
Para finalizar con los previos antes de entrar con la comida un comentario: un poquito de musica de ambiente daria intimidad, se oia todo lo que se decia en las otras 5 mesas que estaban ocupadas (todas ellas con parejas con cupones de descuento como nosotros).;vacio;0;Para finalizar con los previos antes de entrar con la comida un comentario: un poquito de musica de ambiente daria intimidad, se oia todo lo que se decia en las otras 5 mesas que estaban ocupadas (todas ellas con parejas con cupones de descuento como nosotros).
- Carpaccio de bonito: Seria bonito, no lo discuto, pero no me supo a nada, totalmente insipido, tambien tenia remolacha, igual de insipida, y un helado de, creo recordar que de mango, que si tenia algun sabor.;Carpaccio;0;- Carpaccio de bonito: Seria bonito, no lo discuto, supo a helado de,
- Carpaccio de bonito: Seria bonito, no lo discuto, pero no me supo a nada, totalmente insipido, tambien tenia remolacha, igual de insipida, y un helado de, creo recordar que de mango, que si tenia algun sabor.;remolacha;0;de insipido, tambien tenia remolacha, igual insipida, de,
- Vieira y langostino al azafran con verduras de invierno: Si observais en el nombre del plato esta en singular la vieira y el langostino y el motivo no es otro que habia uno de cada, en este caso los sabores, imposible de eliminar, eran correctos, el azafran estar estaria, pero ni me supo ni lo vi.;Vieira;0;- Vieira y langostino al azafran de en el singular la vieira motivo no es otro ni lo
-Risotto de hongos trufa y foie: El foie tiene poco misterio una sarten y nada mas, es muy dificil estropearlo,ahora bien el risotto corrio peor suerte, era risotto, de eso estoy seguro, por que lo vi, granos de arroz y demas pero sabor, eso si muy intenso, a nata y solo a nata.;Risotto;0;-Risotto de hongos trufa tiene es muy dificil el risotto corrio suerte, era risotto, eso seguro, lo a nata nata.
- Carrillera de ternera glaseada: Blanda como la mantequilla pero no sabia a nada de nada, totalmente insulsa.;Carrillera;0;- Carrillera de ternera glaseada: la no a insulsa.
- Limon, mango y moscatel, fresas con vino: El postre estaba bueno (sin mas).Terminamos la comida con un Gin Tonic con preparacion gourmet (ponia en el cupon de descuento): El combinado salio prepado de la cocina.;Limon,;1;
Lamento ser yo quien os diga que los combinados se preparan en la mesa, de la cocina sale el vaso (o lo que sea, en este caso copa) con el hielo y la rodajita de limon, lima o lo que sea y la ginebra se sirve delante del cliente al igual que la tonica, no es por suspicacia es por practica habitual (no se me pasa por la mente dudar de los ingredientes pero no queda bien).;vacio;0;Lamento ser yo quien os diga que los combinados se preparan en la mesa, de la cocina sale el vaso (o lo que sea, en este caso copa) con el hielo y la rodajita de limon, lima o lo que sea y la ginebra se sirve delante del cliente al igual que la tonica, no es por suspicacia es por practica habitual (no se me pasa por la mente dudar de los ingredientes pero no queda bien).
Ahora es el turno del servicio: correcto en el trato pero lento es poco, entre plato y plato unos tiempos de espera inaceptable.He dejado para el final un pequeño detalle, para algunos sin importancia, y es el tamaño de las raciones: Se puede poner menos en cada uno de los platos pero eso es muy muy dificil (menos mal que habiamos tomado el aperitivo en Palomeque donde las raciones si son generosas)Con todo esto mi opinion creo que queda clara y añadire solo una cosa mas: Sali sintiendome estafado ;servicio;0;Ahora es el turno del servicio: correcto en poco, eso
Ahora es el turno del servicio: correcto en el trato pero lento es poco, entre plato y plato unos tiempos de espera inaceptable.He dejado para el final un pequeño detalle, para algunos sin importancia, y es el tamaño de las raciones: Se puede poner menos en cada uno de los platos pero eso es muy muy dificil (menos mal que habiamos tomado el aperitivo en Palomeque donde las raciones si son generosas)Con todo esto mi opinion creo que queda clara y añadire solo una cosa mas: Sali sintiendome estafado ;raciones;0;es el del y de tamaño las raciones: Se puede poner eso donde raciones generosas)Con opinion creo queda
Ahora es el turno del servicio: correcto en el trato pero lento es poco, entre plato y plato unos tiempos de espera inaceptable.He dejado para el final un pequeño detalle, para algunos sin importancia, y es el tamaño de las raciones: Se puede poner menos en cada uno de los platos pero eso es muy muy dificil (menos mal que habiamos tomado el aperitivo en Palomeque donde las raciones si son generosas)Con todo esto mi opinion creo que queda clara y añadire solo una cosa mas: Sali sintiendome estafado ;vacio;0;Ahora es el turno del servicio: correcto en el trato pero lento es poco, entre plato y plato unos tiempos de espera inaceptable.He dejado para el final un pequeño detalle, para algunos sin importancia, y es el tamaño de las raciones: Se puede poner menos en cada uno de los platos pero eso es muy muy dificil (menos mal que habiamos tomado el aperitivo en Palomeque donde las raciones si son generosas)Con todo esto mi opinion creo que queda clara y añadire solo una cosa mas: Sali sintiendome estafado 
Al sentarnos a la mesa, ya nos dicen que el solomillo de ternera se les había terminado (principio de semana, primeros en llegar a cenar, con un menú cerrado y avisando con dos semanas de tiempo….), que nos darían chuleta de ternera… primer chasco, creo que no es comparable (y desde luego, no lo fue, requería masticarlo muuucho tiempo).;solomillo;0;dicen que el solomillo de ternera se les había terminado menú avisando ternera…
Seguidamente de advertirnos el cambio, nos pregunta si un vino blanco nos parecía bien para empezar, por lo que, ante esa pregunta, le comenté si no iban a servir los tres vinos que aparecían en el cupón, a lo que nos respondió que una de las bodegas, no les suministraba hasta noviembre…algo que a mi personalmente, me parece estupendo… pero no nos lo iban a servir!!!, ya que habían considerado suficiente dos vinos, uno blanco y uno tinto..  Me parece que cuando has pagado por un menú cerrado, se deberían de ajustar a lo que has comprado, ya que si no, es una estafa, y si luego ven que no tienen margen suficiente, cuando saquen otro bono, que ajusten el menú a lo que les parezca, así el consumidor puede elegir antes de comprar.Pues no acaba todo ahí, le preguntamos por el cava y nos dice, que tampoco lo servían, que creían que el menú está bien así!!!;vacio;0;Seguidamente de advertirnos el cambio, nos pregunta si un vino blanco nos parecía bien para empezar, por lo que, ante esa pregunta, le comenté si no iban a servir los tres vinos que aparecían en el cupón, a lo que nos respondió que una de las bodegas, no les suministraba hasta noviembre…algo que a mi personalmente, me parece estupendo… pero no nos lo iban a servir!!!, ya que habían considerado suficiente dos vinos, uno blanco y uno tinto..  Me parece que cuando has pagado por un menú cerrado, se deberían de ajustar a lo que has comprado, ya que si no, es una estafa, y si luego ven que no tienen margen suficiente, cuando saquen otro bono, que ajusten el menú a lo que les parezca, así el consumidor puede elegir antes de comprar.Pues no acaba todo ahí, le preguntamos por el cava y nos dice, que tampoco lo servían, que creían que el menú está bien así!!!
Seguidamente de advertirnos el cambio, nos pregunta si un vino blanco nos parecía bien para empezar, por lo que, ante esa pregunta, le comenté si no iban a servir los tres vinos que aparecían en el cupón, a lo que nos respondió que una de las bodegas, no les suministraba hasta noviembre…algo que a mi personalmente, me parece estupendo… pero no nos lo iban a servir!!!, ya que habían considerado suficiente dos vinos, uno blanco y uno tinto..  Me parece que cuando has pagado por un menú cerrado, se deberían de ajustar a lo que has comprado, ya que si no, es una estafa, y si luego ven que no tienen margen suficiente, cuando saquen otro bono, que ajusten el menú a lo que les parezca, así el consumidor puede elegir antes de comprar.Pues no acaba todo ahí, le preguntamos por el cava y nos dice, que tampoco lo servían, que creían que el menú está bien así!!!;cava;0;el nos por le les ya y acaba preguntamos cava dice,
Seguidamente de advertirnos el cambio, nos pregunta si un vino blanco nos parecía bien para empezar, por lo que, ante esa pregunta, le comenté si no iban a servir los tres vinos que aparecían en el cupón, a lo que nos respondió que una de las bodegas, no les suministraba hasta noviembre…algo que a mi personalmente, me parece estupendo… pero no nos lo iban a servir!!!, ya que habían considerado suficiente dos vinos, uno blanco y uno tinto..  Me parece que cuando has pagado por un menú cerrado, se deberían de ajustar a lo que has comprado, ya que si no, es una estafa, y si luego ven que no tienen margen suficiente, cuando saquen otro bono, que ajusten el menú a lo que les parezca, así el consumidor puede elegir antes de comprar.Pues no acaba todo ahí, le preguntamos por el cava y nos dice, que tampoco lo servían, que creían que el menú está bien así!!!;vino;0;nos pregunta si un vino blanco parecía bien empezar, pregunta, comenté vinos respondió una uno
Por supuesto, como era un momento especial, no quise montar ningún circo, ni pedir el libro de reclamaciones, pero la sensación con la que salí de ese restaurante no fue buena, me sentí estafada.En fin, que no lo aconsejo para nada, el sitio es bonito, la comida buena, pero excesivamente caro para lo que realmente es, y por supuesto, no animo a nadie a que compre cupones para comer allí, puesto que se arriesgan a que les sirvan lo que ellos consideren en ese momento, independientemente de lo que hayas pagado con anterioridad. ;restaurante;0;no de que salí ese restaurante fue buena,
Por supuesto, como era un momento especial, no quise montar ningún circo, ni pedir el libro de reclamaciones, pero la sensación con la que salí de ese restaurante no fue buena, me sentí estafada.En fin, que no lo aconsejo para nada, el sitio es bonito, la comida buena, pero excesivamente caro para lo que realmente es, y por supuesto, no animo a nadie a que compre cupones para comer allí, puesto que se arriesgan a que les sirvan lo que ellos consideren en ese momento, independientemente de lo que hayas pagado con anterioridad. ;vacio;0;Por supuesto, como era un momento especial, no quise montar ningún circo, ni pedir el libro de reclamaciones, pero la sensación con la que salí de ese restaurante no fue buena, me sentí estafada.En fin, que no lo aconsejo para nada, el sitio es bonito, la comida buena, pero excesivamente caro para lo que realmente es, y por supuesto, no animo a nadie a que compre cupones para comer allí, puesto que se arriesgan a que les sirvan lo que ellos consideren en ese momento, independientemente de lo que hayas pagado con anterioridad. 
Por supuesto, como era un momento especial, no quise montar ningún circo, ni pedir el libro de reclamaciones, pero la sensación con la que salí de ese restaurante no fue buena, me sentí estafada.En fin, que no lo aconsejo para nada, el sitio es bonito, la comida buena, pero excesivamente caro para lo que realmente es, y por supuesto, no animo a nadie a que compre cupones para comer allí, puesto que se arriesgan a que les sirvan lo que ellos consideren en ese momento, independientemente de lo que hayas pagado con anterioridad. ;sitio;1;el la ese aconsejo para nada, sitio es bonito, comida caro es, arriesgan independientemente
Por supuesto, como era un momento especial, no quise montar ningún circo, ni pedir el libro de reclamaciones, pero la sensación con la que salí de ese restaurante no fue buena, me sentí estafada.En fin, que no lo aconsejo para nada, el sitio es bonito, la comida buena, pero excesivamente caro para lo que realmente es, y por supuesto, no animo a nadie a que compre cupones para comer allí, puesto que se arriesgan a que les sirvan lo que ellos consideren en ese momento, independientemente de lo que hayas pagado con anterioridad. ;comida;1;pero la ese buena, aconsejo sitio es bonito, comida excesivamente caro es, arriesgan independientemente
Por supuesto, como era un momento especial, no quise montar ningún circo, ni pedir el libro de reclamaciones, pero la sensación con la que salí de ese restaurante no fue buena, me sentí estafada.En fin, que no lo aconsejo para nada, el sitio es bonito, la comida buena, pero excesivamente caro para lo que realmente es, y por supuesto, no animo a nadie a que compre cupones para comer allí, puesto que se arriesgan a que les sirvan lo que ellos consideren en ese momento, independientemente de lo que hayas pagado con anterioridad. ;vacio;0;Por supuesto, como era un momento especial, no quise montar ningún circo, ni pedir el libro de reclamaciones, pero la sensación con la que salí de ese restaurante no fue buena, me sentí estafada.En fin, que no lo aconsejo para nada, el sitio es bonito, la comida buena, pero excesivamente caro para lo que realmente es, y por supuesto, no animo a nadie a que compre cupones para comer allí, puesto que se arriesgan a que les sirvan lo que ellos consideren en ese momento, independientemente de lo que hayas pagado con anterioridad. 
Por supuesto, como era un momento especial, no quise montar ningún circo, ni pedir el libro de reclamaciones, pero la sensación con la que salí de ese restaurante no fue buena, me sentí estafada.En fin, que no lo aconsejo para nada, el sitio es bonito, la comida buena, pero excesivamente caro para lo que realmente es, y por supuesto, no animo a nadie a que compre cupones para comer allí, puesto que se arriesgan a que les sirvan lo que ellos consideren en ese momento, independientemente de lo que hayas pagado con anterioridad. ;vacio;0;Por supuesto, como era un momento especial, no quise montar ningún circo, ni pedir el libro de reclamaciones, pero la sensación con la que salí de ese restaurante no fue buena, me sentí estafada.En fin, que no lo aconsejo para nada, el sitio es bonito, la comida buena, pero excesivamente caro para lo que realmente es, y por supuesto, no animo a nadie a que compre cupones para comer allí, puesto que se arriesgan a que les sirvan lo que ellos consideren en ese momento, independientemente de lo que hayas pagado con anterioridad. 
Estube ayer dia 22 de febrero en el restaurante bal d’osera y mi sorpresa fue que primero se disculpan porque aun no tienen percheros, luego las mesas tambien te dicen que son provisonales (que no hubieran abierto aun, si no podian) porque el precio desde luego no lo han bajado.;percheros;0;porque aun no tienen percheros, luego las mesas aun,
Estube ayer dia 22 de febrero en el restaurante bal d’osera y mi sorpresa fue que primero se disculpan porque aun no tienen percheros, luego las mesas tambien te dicen que son provisonales (que no hubieran abierto aun, si no podian) porque el precio desde luego no lo han bajado.;mesas;0;percheros, luego las mesas tambien te dicen provisonales
Para mi con esta reforma a perdido encanto, pues estas cenando sin privacidad, viendo y oyendo a la gente que hay en la barra del bar.;vacio;0;Para mi con esta reforma a perdido encanto, pues estas cenando sin privacidad, viendo y oyendo a la gente que hay en la barra del bar.
Con lo cual en el comedor tienes que levantar mas la voz para oirte y se forma un ambiente que no lo que se espera de una estrella michelin. ;ambiente;0;lo que y se forma un ambiente no espera una
Pedimos al a carta y de aperitivo nos sacaron una cucharita de brandada de bacalao con un chupito de caldo de ardo y espuma de almendras,la verdad estaba muy delicado.;aperitivo;1;al carta y de aperitivo nos sacaron una
"de primero cogimos un risoto de hongos trufa y un super medallon de foie fresco pasado por la plancha y unas borrajas con centollo estaban las dos cosas muy buenas y cocidas al dente.de segundo la merluza a la plancha con juliana de sepia y un solomillo de ternasco al azafran,l amerluza estaba poco hecha por dentro pero caliente y el solomillo poco hecho tambien y con muy poca salsa;y d epostre una seleccion de chocolates en texturas con zumo de naranja reducido y un merenge con helado de chocolate blanco y fresas;muy bueno todo,dos cafes y una botella de agua por 123 euros. ";risoto;1;de primero cogimos un risoto hongos trufa super amerluza epostre una
"de primero cogimos un risoto de hongos trufa y un super medallon de foie fresco pasado por la plancha y unas borrajas con centollo estaban las dos cosas muy buenas y cocidas al dente.de segundo la merluza a la plancha con juliana de sepia y un solomillo de ternasco al azafran,l amerluza estaba poco hecha por dentro pero caliente y el solomillo poco hecho tambien y con muy poca salsa;y d epostre una seleccion de chocolates en texturas con zumo de naranja reducido y un merenge con helado de chocolate blanco y fresas;muy bueno todo,dos cafes y una botella de agua por 123 euros. ";medallon;1;de un y super medallon foie fresco plancha segundo merluza una
"de primero cogimos un risoto de hongos trufa y un super medallon de foie fresco pasado por la plancha y unas borrajas con centollo estaban las dos cosas muy buenas y cocidas al dente.de segundo la merluza a la plancha con juliana de sepia y un solomillo de ternasco al azafran,l amerluza estaba poco hecha por dentro pero caliente y el solomillo poco hecho tambien y con muy poca salsa;y d epostre una seleccion de chocolates en texturas con zumo de naranja reducido y un merenge con helado de chocolate blanco y fresas;muy bueno todo,dos cafes y una botella de agua por 123 euros. ";merluza;0;de un y super medallon la plancha las al segundo merluza a una
"de primero cogimos un risoto de hongos trufa y un super medallon de foie fresco pasado por la plancha y unas borrajas con centollo estaban las dos cosas muy buenas y cocidas al dente.de segundo la merluza a la plancha con juliana de sepia y un solomillo de ternasco al azafran,l amerluza estaba poco hecha por dentro pero caliente y el solomillo poco hecho tambien y con muy poca salsa;y d epostre una seleccion de chocolates en texturas con zumo de naranja reducido y un merenge con helado de chocolate blanco y fresas;muy bueno todo,dos cafes y una botella de agua por 123 euros. ";solomillo;0;de un y con al juliana sepia solomillo ternasco poco el hecho tambien una
"de primero cogimos un risoto de hongos trufa y un super medallon de foie fresco pasado por la plancha y unas borrajas con centollo estaban las dos cosas muy buenas y cocidas al dente.de segundo la merluza a la plancha con juliana de sepia y un solomillo de ternasco al azafran,l amerluza estaba poco hecha por dentro pero caliente y el solomillo poco hecho tambien y con muy poca salsa;y d epostre una seleccion de chocolates en texturas con zumo de naranja reducido y un merenge con helado de chocolate blanco y fresas;muy bueno todo,dos cafes y una botella de agua por 123 euros. ";seleccion;0;"de unas salsa;y d epostre una seleccion chocolates en texturas zumo"
"de primero cogimos un risoto de hongos trufa y un super medallon de foie fresco pasado por la plancha y unas borrajas con centollo estaban las dos cosas muy buenas y cocidas al dente.de segundo la merluza a la plancha con juliana de sepia y un solomillo de ternasco al azafran,l amerluza estaba poco hecha por dentro pero caliente y el solomillo poco hecho tambien y con muy poca salsa;y d epostre una seleccion de chocolates en texturas con zumo de naranja reducido y un merenge con helado de chocolate blanco y fresas;muy bueno todo,dos cafes y una botella de agua por 123 euros. ";merenge;0;de un y con una zumo naranja reducido merenge helado euros.
Esta reserva fue un acierto.;vacio;1;Esta reserva fue un acierto.
La relación calidad precio es muy buena.;vacio;1;La relación calidad precio es muy buena.
El servicio excelente.;servicio;1;El servicio excelente.
Raciones grandes.;Raciones;1;Raciones grandes.
Los camareros son atentos y muy amables, el menú calcotada es interminable!;camareros;1;Los camareros son atentos y amables, interminable!
Los camareros son atentos y muy amables, el menú calcotada es interminable!;calcotada;1;amables, el menú calcotada es interminable!
Lo mejor, las alcachofas a la brasa (estaban de lujo) y los calcots con tejas, buenísimos!;alcachofas;1;Lo mejor, las alcachofas a la brasa
Lo mejor, las alcachofas a la brasa (estaban de lujo) y los calcots con tejas, buenísimos!;calcots;1;mejor, de lujo) y los calcots con tejas, buenísimos!
La salsa estaba muy buena también.;salsa;1;La salsa estaba muy buena también.
Tuvieron un detalle al cambiarme la parrillada de carne por una parrillada de verduras (opción vegetariana).;vacio;1;Tuvieron un detalle al cambiarme la parrillada de carne por una parrillada de verduras (opción vegetariana).
¡Repetiré seguro!;vacio;1;¡Repetiré seguro!
La comida bastante bien (calidad y cantidad), aunque tardó en ser servida (es cierto que estaba lleno, el local, pero... hay que preveerlo teniendo más personal o cogiendo menos servicios).;comida;1;La comida bastante bien tardó cierto lleno, hay
La comida bastante bien (calidad y cantidad), aunque tardó en ser servida (es cierto que estaba lleno, el local, pero... hay que preveerlo teniendo más personal o cogiendo menos servicios).;comida;1;La comida bastante bien tardó cierto lleno, hay
La comida bastante bien (calidad y cantidad), aunque tardó en ser servida (es cierto que estaba lleno, el local, pero... hay que preveerlo teniendo más personal o cogiendo menos servicios).;vacio;0;La comida bastante bien (calidad y cantidad), aunque tardó en ser servida (es cierto que estaba lleno, el local, pero... hay que preveerlo teniendo más personal o cogiendo menos servicios).
El lugar, más agradable de lo que parecía, aunque con la música excesivamente alta (difícil conversar, por el volúmen de la música y la cantidad de comensales).;lugar;1;El lugar, más agradable de volúmen
El lugar, más agradable de lo que parecía, aunque con la música excesivamente alta (difícil conversar, por el volúmen de la música y la cantidad de comensales).;vacio;0;El lugar, más agradable de lo que parecía, aunque con la música excesivamente alta (difícil conversar, por el volúmen de la música y la cantidad de comensales).
Algo caro para el conjunto del restaurante.;restaurante;0;para el conjunto del restaurante.
Pero correcto, digno, bien.;vacio;1;Pero correcto, digno, bien.
Interior genial, comida de calidad.;Interior;1;Interior genial, comida de
Interior genial, comida de calidad.;comida;1;Interior genial, comida de calidad.
Servicio atento y rápido.;Servicio;1;Servicio atento y rápido.
MUY RECOMENDABLE;vacio;1;MUY RECOMENDABLE
La calcotada estuvo bien pero en cuanto a la carne estaba algo escasa o mejorable en calidad sin alterar el numero de piezas.;calcotada;1;La calcotada estuvo bien pero escasa
La calcotada estuvo bien pero en cuanto a la carne estaba algo escasa o mejorable en calidad sin alterar el numero de piezas.;carne;0;pero en cuanto a la carne estaba algo escasa mejorable alterar
Genial, un sitio estupendo y magnífica atención;sitio;1;Genial, un sitio estupendo y magnífica
Genial, un sitio estupendo y magnífica atención;atención;1;estupendo y magnífica atención
Genial, un sitio estupendo y magnífica atención;vacio;1;Genial, un sitio estupendo y magnífica atención
El menú calcotada magnífico;calcotada;1;El menú calcotada magnífico
Comida - 6.5 ( el plato principal, los calsots, costaban de pelar debido a que la raíz no estaba cortada y su calidad no era muy buena.;Comida;1;Comida 6.5 el plato principal, costaban de pelar a la no cortada
Comida - 6.5 ( el plato principal, los calsots, costaban de pelar debido a que la raíz no estaba cortada y su calidad no era muy buena.;calsots;0;( el plato principal, los calsots, costaban de pelar
Comida - 6.5 ( el plato principal, los calsots, costaban de pelar debido a que la raíz no estaba cortada y su calidad no era muy buena.;calsots;0;( el plato principal, los calsots, costaban de pelar
La salsa romesco estaba muy buena.;salsa;1;La salsa romesco estaba muy buena.
La carne y butifarra también estaba muy bien.;carne;1;La carne y butifarra también estaba muy bien.
La carne y butifarra también estaba muy bien.;butifarra;1;La carne y butifarra también estaba muy
El postre también nos gustó).;postre;1;El postre también nos
Servicio - 4 (Nos sentimos un poco invisibles por el personal, simplemente se dedicaron a servir la comida.;Servicio;0;Servicio 4 sentimos un invisibles el dedicaron a la
son típicas preguntas que encontré a faltar para una atención.;atención;0;a faltar para una atención.
Nos dieron la opción de repetir calsots, siempre es un detalle que se agradece pero no suficiente para aprobar el servicio. );calsots;1;opción de repetir calsots, siempre es un
Ambiente - 9 ( bueno para comer una calsotada en pareja y tranquilo, que fue el caso);Ambiente;1;Ambiente 9 bueno para comer en el
calidad - 7 ( el producto calsot se puede mejorar, la carne muy correcta y el postre también ) .;calsot;0;calidad el producto calsot se puede mejorar,
calidad - 7 ( el producto calsot se puede mejorar, la carne muy correcta y el postre también ) .;carne;1;calidad 7 puede mejorar, la carne muy correcta y postre ) .
calidad - 7 ( el producto calsot se puede mejorar, la carne muy correcta y el postre también ) .;postre;1;el la carne correcta y postre también
Apruebo el restaurante pero si mejoran la calidad del calsot es recomendable 100% para hacer una calsotada en pleno centro de Barcelona.;restaurante;1;Apruebo el restaurante pero si mejoran recomendable
Apruebo el restaurante pero si mejoran la calidad del calsot es recomendable 100% para hacer una calsotada en pleno centro de Barcelona.;calsot;0;la calidad del calsot es recomendable para
Apruebo el restaurante pero si mejoran la calidad del calsot es recomendable 100% para hacer una calsotada en pleno centro de Barcelona.;vacio;1;Apruebo el restaurante pero si mejoran la calidad del calsot es recomendable 100% para hacer una calsotada en pleno centro de Barcelona.
Cenamos muy bien...calidad precio razonable.;vacio;1;Cenamos muy bien...calidad precio razonable.
Cenamos muy bien...calidad precio razonable.;vacio;1;Cenamos muy bien...calidad precio razonable.
El servicio excelente...aunque no nos gustó como el jefe de sala le presionaba a los camareros..no se merecen ese trato ..y menos delante de los clientes.;servicio;1;El servicio no nos gustó le presionaba merecen ..y
El servicio excelente...aunque no nos gustó como el jefe de sala le presionaba a los camareros..no se merecen ese trato ..y menos delante de los clientes.;jefe;0;no nos gustó como el jefe de sala le
En general salimos satisfechos..sin duda ..volveremos;vacio;1;En general salimos satisfechos..sin duda ..volveremos
Al principio nos parecieron un poco bruscos y habiendo reservado nos iban a dar la peor mesa del restaurante.;vacio;0;Al principio nos parecieron un poco bruscos y habiendo reservado nos iban a dar la peor mesa del restaurante.
Pero pedimos que nos cambiasen y a partir de ahí todo fenomenal.;vacio;1;Pero pedimos que nos cambiasen y a partir de ahí todo fenomenal.
Buena atención y ambiente.;atención;1;Buena atención y ambiente.
Buena atención y ambiente.;ambiente;1;Buena atención y ambiente.
Comida excelente aunque tuvimos que pedir varias veces lo mismo por falta de coordinación en el servicio.;Comida;1;Comida excelente aunque tuvimos lo de en el
Comida excelente aunque tuvimos que pedir varias veces lo mismo por falta de coordinación en el servicio.;servicio;0;por falta coordinación en el servicio.
Muy bien en general.;vacio;1;Muy bien en general.
Ambiente muy bueno, el local muy agradable y bonito.;Ambiente;1;Ambiente muy bueno, el local
Ambiente muy bueno, el local muy agradable y bonito.;local;1;Ambiente muy bueno, el local agradable y
Los calcots buenisimos;calcots;1;Los calcots buenisimos
Excelente.;vacio;1;Excelente.
Precio y calidad adecuados.;vacio;1;Precio y calidad adecuados.
Precio y calidad adecuados.;vacio;1;Precio y calidad adecuados.
Servicio rápido y eficiente.;Servicio;1;Servicio rápido y eficiente.
El ambiente muy acogedor.;ambiente;1;El ambiente muy acogedor.
Nos gustó mucho, porque aunque estuviera lleno la atención fué inmejorable y rápida.;atención;1;porque aunque estuviera lleno la atención fué inmejorable y
Nos gustó mucho, porque aunque estuviera lleno la atención fué inmejorable y rápida.;vacio;1;Nos gustó mucho, porque aunque estuviera lleno la atención fué inmejorable y rápida.
También valoro su localización, para los que no tenemos coche se llega muy facilmente ya que es muy céntrico.;localización;1;También valoro su localización, para los que llega
¡¡Felicidades!!;vacio;1;¡¡Felicidades!!
Un restaurante de ambiente moderno donde la comida está en su ounto y el trato es muy amable.;ambiente;1;Un restaurante de ambiente moderno donde la está
Un restaurante de ambiente moderno donde la comida está en su ounto y el trato es muy amable.;comida;1;moderno donde la comida está en su ounto
Un restaurante de ambiente moderno donde la comida está en su ounto y el trato es muy amable.;trato;1;restaurante ounto y el trato es muy amable.
Lo mejor decision, comer por alli!;vacio;1;Lo mejor decision, comer por alli!
correcto;vacio;1;correcto
Comimos muy bien toda la familia, el entrecot espectacular.;entrecot;1;la familia, el entrecot espectacular.
Comimos muy bien toda la familia, el entrecot espectacular.;vacio;1;Comimos muy bien toda la familia, el entrecot espectacular.
La presentación de todos los platos muy buena.;vacio;1;La presentación de todos los platos muy buena.
Una experiencia muy satisfactoria.;vacio;1;Una experiencia muy satisfactoria.
El personal y sevicio es intachable.;personal;1;El personal y sevicio es intachable.
El personal y sevicio es intachable.;sevicio;1;El personal y sevicio es intachable.
Servicio correcto, buena relación calidad;Servicio;1;Servicio correcto, buena relación
Servicio correcto, buena relación calidad;vacio;1;Servicio correcto, buena relación calidad
Muy buena comida y relación calidad.;comida;1;Muy buena comida y relación calidad.
Muy buena comida y relación calidad.;calidad;1;Muy buena comida y relación calidad.
Servicio amable;Servicio;1;Servicio amable
Muy buena comida y relación calidad.;comida;1;Muy buena comida y relación calidad.
Muy buena comida y relación calidad.;vacio;1;Muy buena comida y relación calidad.
Servicio amable;Servicio;1;Servicio amable
Muy buena brasa;brasa;1;Muy buena brasa
Estaría bien mejorar la calidad del vino.;vino;0;la calidad del vino.
Servicio excelente y al detalle junto a un buen equilibrio entre calidad.;Servicio;1;Servicio excelente y al detalle a equilibrio
Servicio excelente y al detalle junto a un buen equilibrio entre calidad.;vacio;1;Servicio excelente y al detalle junto a un buen equilibrio entre calidad.
El menú carcot fue un acierto.;carcot;1;El menú carcot fue un acierto.
Muy correcta la atención, muy rápido el servicio.;atención;1;Muy correcta la atención, muy rápido el
Muy correcta la atención, muy rápido el servicio.;servicio;1;muy rápido el servicio.
Local de ambiente agradable.;ambiente;1;Local de ambiente agradable.
Repetiría.;vacio;1;Repetiría.
bueno, calidad precio;vacio;1;bueno, calidad precio
bueno, calidad precio;vacio;1;bueno, calidad precio
Comimos calcots con mis amigos extranjeros, por la noche y en Barcelona... no parecia la mejor manera de introducir este evento tipico catalan a mis amigos, pero en Balmes/Rossello comimos una calcotada digna de la mejor masia.;calcotada;1;la de pero comimos una calcotada digna masia.
servicio estupendo, brasas de verdad, con alcachofas y parriladas.;servicio;1;servicio estupendo, brasas de alcachofas
servicio estupendo, brasas de verdad, con alcachofas y parriladas.;brasas;1;servicio estupendo, brasas de verdad, con alcachofas
servicio estupendo, brasas de verdad, con alcachofas y parriladas.;alcachofas;1;servicio estupendo, brasas de verdad, con alcachofas y parriladas.
servicio estupendo, brasas de verdad, con alcachofas y parriladas.;parriladas;1;con alcachofas y parriladas.
La salsa romesco estaba increible y no con demasiado ajo que te repite toda la noche como en algunos sitios!;salsa;1;La salsa romesco estaba increible no
Super recomendable!!;vacio;1;Super recomendable!!
Comida abundante, buena relación calidad si pides entrante+segundo se puede cenar por unos 12 euros;Comida;1;Comida abundante, buena relación se puede cenar euros
Comida abundante, buena relación calidad si pides entrante+segundo se puede cenar por unos 12 euros;vacio;1;Comida abundante, buena relación calidad si pides entrante+segundo se puede cenar por unos 12 euros
Fuimos 3 amigos a comer una calcotada y todos nos decian que las calcotadas en la ciudad no estaban buenas, que habia que ir a las afueras, sin embargo nos encanto, todo muy bueno, el trato estupendo, nos enseñaron a comer los calcots, y muy bien de precio, lo recomiendo sin duda.;vacio;1;Fuimos 3 amigos a comer una calcotada y todos nos decian que las calcotadas en la ciudad no estaban buenas, que habia que ir a las afueras, sin embargo nos encanto, todo muy bueno, el trato estupendo, nos enseñaron a comer los calcots, y muy bien de precio, lo recomiendo sin duda.
